"STATISTIC","Statistic Label","TLIST(A1)","Year","C03635V04375","Day","C04349V05129","Hourly Consumption","C04540V05324","Electricity Users","UNIT","VALUE"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","288","14 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1048"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","288","14 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1070"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","288","14 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","288","14 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1060"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","288","14 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1053"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","288","14 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1051"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1057"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1050"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1051"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1058"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1060"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1071"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1077"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1085"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1090"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1096"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1098"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1098"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1095"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1083"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1074"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1079"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1084"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1083"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1077"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1095"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","289","15 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1094"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1098"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1094"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1072"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1064"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1074"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1082"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1095"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1099"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1101"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1102"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1107"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1106"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1086"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1033"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1040"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1080"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1079"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1074"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1069"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","290","16 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1060"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1061"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1062"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1055"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1054"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1052"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1061"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1074"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1084"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1085"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1084"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1083"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1085"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1092"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1095"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1095"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1086"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1079"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1079"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1075"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1074"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1069"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","291","17 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1050"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1051"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1051"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1057"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1086"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1089"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1097"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1081"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1089"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1094"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1095"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1088"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1099"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1105"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1105"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1101"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1084"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1071"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1079"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1083"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1078"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1077"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1070"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","292","18 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1060"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1064"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1061"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1061"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1062"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1066"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1069"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1072"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1071"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1069"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1059"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1059"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1062"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1054"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1052"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1058"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1058"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1055"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1050"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1046"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","293","19 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1066"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1070"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1078"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1078"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1082"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1086"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1085"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1090"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1094"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1091"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1088"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1088"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1087"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1086"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1087"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1084"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1085"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1064"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1056"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1055"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1078"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1075"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1059"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","294","20 October","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1067"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1067"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1066"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1054"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1063"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1058"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1057"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1062"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1065"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1068"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1077"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1079"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1082"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1073"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2024","2024","295","21 October","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1062"
