"STATISTIC","Statistic Label","TLIST(A1)","Year","C03635V04375","Day","C04349V05129","Hourly Consumption","C04540V05324","Electricity Users","UNIT","VALUE"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","954"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","963"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","971"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","972"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","971"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","982"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","982"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","990"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","995"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","982"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","981"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","978"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","980"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","984"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","985"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","985"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","980"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","977"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","175","23 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","977"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","974"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","966"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","964"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","968"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","969"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","975"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","976"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","980"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","982"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","983"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","984"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","980"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","984"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","992"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1004"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","997"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","983"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","971"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","967"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","965"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","959"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","951"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","941"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","176","24 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","938"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","939"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","945"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","947"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","948"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","945"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","940"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","941"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","943"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","944"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","938"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","942"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","941"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","945"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","943"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","948"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","948"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","945"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","942"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","948"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","947"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","946"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","941"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","937"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","177","25 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","935"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","934"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","936"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","932"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","923"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","924"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","930"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","935"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","946"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","949"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","953"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","950"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","949"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","957"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","966"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","976"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","961"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","946"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","941"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","940"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","933"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","932"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","932"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","933"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","178","26 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","931"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","929"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","927"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","933"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","937"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","939"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","946"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","953"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","966"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","981"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","986"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","990"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","994"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1003"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1013"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1012"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","1000"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","985"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","977"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","973"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","972"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","971"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","972"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","179","27 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","970"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","970"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","973"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","969"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","970"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","968"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","963"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","971"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","975"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","986"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","973"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","974"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","982"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","986"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","991"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","984"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","983"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","976"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","969"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","975"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","973"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","968"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","958"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","956"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","180","28 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","953"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","955"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","958"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","954"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","949"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","947"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","950"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","160","06:00 < 07:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","948"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","170","07:00 < 08:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","180","08:00 < 09:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","975"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","190","09:00 < 10:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","979"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","200","10:00 < 11:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","972"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","210","11:00 < 12:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","973"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","220","12:00 < 13:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","970"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","230","13:00 < 14:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","964"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","240","14:00 < 15:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","962"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","250","15:00 < 16:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","965"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","260","16:00 < 17:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","967"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","270","17:00 < 18:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","962"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","280","18:00 < 19:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","290","19:00 < 20:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","300","20:00 < 21:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","957"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","310","21:00 < 22:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","962"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","320","22:00 < 23:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","181","29 June","330","23:00 < 00:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","958"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","182","30 June","100","00:00 < 01:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","959"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","182","30 June","110","01:00 < 02:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","961"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","182","30 June","120","02:00 < 03:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","182","30 June","130","03:00 < 04:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","960"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","182","30 June","140","04:00 < 05:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","961"
"MEC04C01","Large Energy Users Metered Electricity Consumption","2023","2023","182","30 June","150","05:00 < 06:00","925","Large Energy Users (DG10,TCON)","Megawatt Hours","963"
