"STATISTIC","Statistic Label","TLIST(A1)","Year","C04064V04826","Semester","C04065V04827","Fuel Sector","C04063V04825","Pricing Bases","C04062V04824","Electricity consumption bands","UNIT","VALUE"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2365"
"TMEGB04","Non-Residential Electricity Prices","2022","2022","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.3063"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.4025"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3693"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.294"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.25"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2358"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.243"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2175"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.371"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3561"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2829"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2405"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.229"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2397"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2128"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.4033"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3872"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.307"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2581"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2434"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2578"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","10","January - June","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.2279"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.3987"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3174"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2691"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2273"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2153"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2141"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","55","Non-residential electricity prices excluding all taxes, fees, levies, and charges","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1838"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.3467"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.2994"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2579"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2183"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2078"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.203"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","60","Non-residential electricity prices excluding value added tax (VAT) and other recoverable taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1779"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","35","Non-household electricity consumption less than 20 MWh - band IA","€ per kWh","0.3767"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","40","Non-household electricity consumption 20 MWh < 500 MWh - band IB","€ per kWh","0.3252"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","45","Non-household electricity consumption 500 MWh < 2,000 MWh - band IC","€ per kWh","0.2798"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","50","Non-household electricity consumption 2,000 MWh < 20,000 MWh - band ID","€ per kWh","0.2342"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","55","Non-household electricity consumption 20,000 MWh < 70,000 MWh - band IE","€ per kWh","0.2204"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","60","Non-household electricity consumption 70,000 MWh < 150,000 MWh - band IF","€ per kWh","0.2163"
"TMEGB04","Non-Residential Electricity Prices","2023","2023","20","July - December","40","Non-Residential Electricity","65","Non-residential electricity prices including all taxes and levies","65","Non-household electricity consumption  150,000 MWh or more - band IG","€ per kWh","0.1898"
